Name,Year,Duration,Genre,Rating,Director,Actor1,Actor2,Actor3
Aashirwad,1968,146,Drama,7.3,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal
Aashmani Jawaharat,2014,132,Drama,6.1,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
Aasma,2018,105,"Action, Crime, Drama",5.2,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
Aasma: The Sky Is the Limit,2009,240,Drama,3.8,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
Aasmaan,1984,145,"Drama, Mystery",4.8,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
Aasmaan Mahal,1965,172,Drama,5.5,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
Aasmaan Se Gira,1992,88,"Adventure, Comedy, Romance",6.8,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
Aasoo Bane Angaarey,1993,150,Action,4.5,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar
Aasra,1966,161,"Drama, Family",7.2,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
Aastha: In the Prison of Spring,1997,132,Drama,6.4,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
Aatank,1996,113,"Action, Thriller",3.9,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
Aatank Hi Aatank,1995,155,"Action, Crime, Drama",5.2,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
Aathi,2006,167,"Action, Drama, Thriller",4.4,Ramana,Joseph Vijay,Trisha Krishnan,Vivek
Aatish,1979,139,Action,4.5,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar
Aatish: Feel the Fire,1994,155,"Action, Crime, Drama",5.8,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
Aatma,2006,107,"Crime, Drama, Horror",4.2,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
Aatma,2013,100,"Drama, Horror, Thriller",3.8,Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola
Aavida Maa Aavide,1998,153,"Comedy, Romance",6.4,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
Aavishkar,1974,107,"Drama, Romance",7,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak
Aawaz,1956,146,Romance,5.1,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
Aaya Toofan,1964,128,"Action, Adventure, Fantasy",6.1,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen
Aaya Toofan,1999,111,Action,5.4,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover
Aaye Din Bahar Ke,1966,170,"Musical, Romance",6.6,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni
Aazaan,2011,125,"Action, Musical, Thriller",4.4,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
Aazmayish,1995,147,"Action, Drama, Romance",5,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
Ab Ayega Mazaa,1984,128,Comedy,6.6,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
Ab Dilli Dur Nahin,1957,133,Drama,7.6,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
Ab Hoga Dharna Unlimited,2012,78,Comedy,4,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
Ab Insaf Hoga,1995,125,"Action, Drama",4.8,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
Ab Tak Chhappan,2004,129,"Action, Crime, Drama",7.8,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
Ab Tak Chhappan 2,2015,106,"Action, Crime, Thriller",5.8,Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag
Ab To Aaja Saajan Mere,1994,127,"Drama, Romance",4,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
Ab Tumhare Hawale Watan Saathiyo,2004,193,"Action, Drama, War",4.6,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
Ab... Bas!,2004,137,"Romance, Thriller",3.2,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
ABCD (Any Body Can Dance),2013,160,"Drama, Music",6.3,Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon
Abdullah,1980,136,"Action, Drama, Romance",6.4,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar
Abe Hayat,1955,140,"Action, Adventure, Fantasy",4.8,Ramanlal Desai,Prem Nath,Ameeta,Shashikala
Abhay,1995,127,Fantasy,7,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
Abhi To Jee Lein,1977,135,"Action, Drama, Thriller",5.4,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal
Abhilasha,1968,141,"Drama, Romance",6.8,Amit Bose,Meena Kumari,Nanda,Sanjay Khan
Abhimaan,1973,122,"Drama, Musical",7.9,Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan,Asrani
Abhimanyu,1991,140,"Crime, Drama, Musical",7,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor
Abhimanyu,1989,168,"Action, Comedy, Drama",4.6,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon
Abhinetri,1970,154,"Drama, Romance",6.7,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee
Abodh,1984,132,Drama,5.8,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma
Accident on Hill Road,2010,105,"Crime, Drama, Thriller",4,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
Achanak,1973,96,"Crime, Drama",6.8,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty
Achanak,1998,160,"Action, Mystery, Thriller",4,Naresh Malhotra,Govinda,Manisha Koirala,Farha Naaz
Achhut Kanya,1936,142,"Drama, Musical, Romance",6.5,Franz Osten,Devika Rani,Ashok Kumar,Monorama
Acid Factory,2009,108,"Action, Crime, Mystery",5,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
Action,2019,158,"Action, Adventure, Thriller",4.5,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi
Action Jackson,2014,144,"Action, Crime, Thriller",3.3,Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha
Action Replayy,2010,129,"Comedy, Romance, Sci-Fi",4.2,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor
Ada... A Way of Life,2010,120,"Action, Crime, Drama",3.6,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy
Adalat,1958,139,"Drama, Musical, Romance",6.9,Kalidas,Nargis,Pradeep Kumar,Pran
Adalat,1976,138,"Action, Drama, Family",6.4,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman,Neetu Singh
Adhi Raat Ke Baad,1965,137,"Action, Drama, Mystery",6.6,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar
Adhikar,1954,126,"Comedy, Drama, Romance",6.7,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju
Adhipathi,2001,151,"Action, Drama",5.4,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu
Adhura Sapna,2007,88,Drama,4.7,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake
Adhurs,2010,150,"Action, Comedy, Thriller",6.8,V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur
Adi Shankaracharya,1983,130,"Biography, Drama",7.3,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt
Adil-E-Jahangir,1955,150,Drama,5,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru
Adisaya Piravi,1990,145,"Action, Comedy, Fantasy",6.9,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh
Adrishya,2017,106,"Drama, Family, Horror",3.3,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
Adutha Varisu,1983,122,Drama,5.5,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.
Adventure Kids Hindi Film,2019,120,Adventure,6.6,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar
Adventures of Aladdin,1978,151,Adventure,4.7,Homi Wadia,Nazneen,Jayshree T.,Raza Murad
Adventures of Ali-Baba and the Forty Thieves,1980,153,"Action, Adventure, Family",6.2,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini
Adventures of Tarzan,1985,135,"Action, Adventure, Comedy",4.6,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri
Ae Dil Hai Mushkil,2016,158,"Drama, Music, Musical",5.8,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma
Aetbaar,2004,152,"Action, Drama, Musical",4.6,Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu
Aflatoon,1997,153,"Action, Comedy, Crime",4.5,Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher
Africadalli Sheela,1986,134,"Adventure, Thriller",6.6,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish
Afsana,1966,134,"Drama, Romance",6.5,Brij,Ashok Kumar,Pradeep Kumar,Padmini
Afsana,1951,168,"Drama, Family",7.8,B.R. Chopra,Ashok Kumar,Veena,Jeevan
Afsana Dilwalon Ka,2001,195,"Drama, Romance",3.6,J. Om Prakash,Aashish Kaul,Juni,Rahul Roy
Afsana Pyar Ka,1991,145,"Drama, Romance",5.9,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori
Afsar,1950,121,"Comedy, Romance",7.1,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta
After the Third Bell,2014,92,"Crime, Mystery",6.3,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora
Agar Tum Na Hote,1983,161,"Drama, Family",6.4,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar
Agathiyar,1972,153,"Adventure, Comedy, Drama",6.6,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi
Agent Vinod,1977,139,"Action, Crime, Drama",5.7,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar
Agent Vinod,2012,157,"Action, Adventure, Thriller",5.2,Sriram Raghavan,Kareena Kapoor,Saif Ali Khan,Rajat Kapoor
Aghaat,1985,138,"Drama, Crime",7.1,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur
Agnee,1988,153,"Action, Drama, Romance",5.1,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh
Agnee Morcha,1997,142,Action,3.1,Raju Chouhan,Aparajita,Birbal,Dharmendra
Agneekaal,1990,161,"Action, Crime, Drama",5.6,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar
Agneepath,1990,174,"Action, Crime, Drama",7.7,Mukul Anand,Amitabh Bachchan,Mithun Chakraborty,Madhavi
Agneepath,2012,174,"Action, Crime, Drama",6.9,Karan Malhotra,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt
Agni IPS,1997,137,Action,7.8,Anand P. Raju,Saroja Devi B.,Saikumar,Ranjitha
Agni Pareeksha,1981,130,"Crime, Drama",6,Kamal Majumdar,Amol Palekar,Parikshit Sahni,Rameshwari
Agni Sakshi,1996,142,"Drama, Musical, Romance",6.1,Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala
Agnichakra,1997,123,Action,3.6,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah,Govinda
Agniputra,2000,140,Action,4.6,Vijay Reddy,Asrani,Mithun Chakraborty,Pinky Chinoy
Agnivarsha: The Fire and the Rain,2002,126,"Drama, Fantasy, Romance",4.6,Arjun Sajnani,Jackie Shroff,Kumar Iyengar,Raveena Tandon
Agreement,1980,124,"Musical, Comedy, Drama",6.2,Anil Ganguly,Rekha,Utpal Dutt,Shailendra Singh
Agyaat,2009,130,"Drama, Horror, Mystery",2.9,Ram Gopal Varma,Nithiin,Priyanka Kothari,Rasika Dugal
Ahaan,2019,81,"Comedy, Drama",7.2,Nikhil Pherwani,Arif Zakaria,Niharika Singh,Abuli Mamaji
Ahankaar,1995,145,Drama,5.9,Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni,Prem Chopra
Ahinsa,1979,103,"Action, Drama",4.1,Chand,Sunil Dutt,Rekha,Ranjeet
Ahista Ahista,1981,141,"Musical, Romance",7,Esmayeel Shroff,Parveen Babi,Suresh Chatwal,Aruna Irani
Ahista Ahista,2006,122,"Drama, Romance",7,Shivam Nair,Abhay Deol,Soha Ali Khan,Shayan Munshi
Ahsaas,1979,144,"Drama, Romance",5.7,Surindara Suri,Shashi Kapoor,Simi Garewal,Rakesh Bedi
Airlift,2016,130,"Drama, History",8,Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra
Aisa Yeh Jahaan,2015,120,Drama,6.6,Biswajeet Bora,Yashpal Sharma,Ira Dubey,Tinnu Anand
Aisha,2010,126,"Comedy, Drama, Romance",5,Rajshree Ojha,Sonam Kapoor,Abhay Deol,Amrita Puri
Aisi Bhi Kya Jaldi Hai,1996,132,"Comedy, Romance",6.6,Sachin Pilgaonkar,Sachin,Sachin Pilgaonkar,Vivek Mushran
Aisi Deewangi,2009,125,"Action, Comedy, Drama",4.1,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora,Pankaj Berry
Aitbaar,1985,133,"Romance, Thriller",6.9,Mukul Anand,Raj Babbar,Dimple Kapadia,Danny Denzongpa
Aitraaz,2004,160,"Drama, Romance, Thriller",6.6,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Kareena Kapoor
Aiyaary,2018,157,"Action, Drama, Thriller",5.3,Neeraj Pandey,Sidharth Malhotra,Manoj Bajpayee,Rakul Preet Singh
Aiyyaa,2012,152,"Comedy, Romance",4.4,Sachin Kundalkar,Rani Mukerji,Prithviraj Sukumaran,Nirmiti Sawant
Ajab Gazabb Love,2012,116,"Comedy, Romance",4.2,Sanjay Gadhvi,Jackky Bhagnani,Nidhi Subbaiah,Darshan Jariwala
Ajab Prem Ki Ghazab Kahani,2009,150,"Action, Comedy, Romance",6.4,Rajkumar Santoshi,Ranbir Kapoor,Katrina Kaif,Darshan Jariwala
Ajab Singh Ki Gajab Kahani,2017,115,Drama,5.8,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri,Rajesh Jais
Ajanabee,1974,139,"Drama, Romance",6.5,Shakti Samanta,Rajesh Khanna,Zeenat Aman,Prem Chopra
Ajay,1996,146,"Action, Drama, Romance",3.7,Suneel Darshan,Sunny Deol,Karisma Kapoor,Reena Roy
Ajeeb Daastaans,2021,142,"Drama, Romance",6.7,Neeraj Ghaywan,Kayoze Irani,Shashank Khaitan,Raj Mehta
Ajji,2017,104,Drama,6.9,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi
Ajnabee,2001,165,"Action, Crime, Drama",6.4,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Bobby Deol
Ajooba,1991,178,"Action, Adventure, Comedy",5.3,Shashi Kapoor,Gennadiy Vasilev,Amitabh Bachchan,Dimple Kapadia
AK 47,2004,125,"Action, Thriller",5,Raam Shetty,Aditya,Sheetal Bavishi,Om Puri
AK vs AK,2020,108,"Action, Comedy, Crime",6.9,Vikramaditya Motwane,Anil Kapoor,Anurag Kashyap,Sonam Kapoor
Akaash Vani,2013,149,"Drama, Romance",6.3,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
Akashdeep,1965,136,Drama,6.6,Phani Majumdar,Dharmendra,Mehmood,Ashok Kumar
Akayla,1991,180,"Action, Drama, Thriller",5,Ramesh Sippy,Amitabh Bachchan,Jackie Shroff,Amrita Singh
Akbar Saleem Anarkali,1979,139,"Drama, History, Musical",7.7,N.T. Rama Rao,N.T. Rama Rao,Nandamuri Balakrishna,Unni Mary
Akela the Alone,2014,58,Thriller,5.5,Abrar,Adil Ahamad,Roman Ajaz,Casim Bilal
Akele Hum Akele Tum,1995,160,Drama,7,Mansoor Khan,Aamir Khan,Manisha Koirala,Master Adil
Akeli,1999,165,Romance,5.6,Vinod Pande,Perena Agarwal,Nandini Ghosal,Brij Gopal
Akhiyon Se Goli Maare,2002,146,"Comedy, Romance",5.1,Harmesh Malhotra,Govinda,Raveena Tandon,Kader Khan
Akhri Muqabla,1989,132,"Action, Drama",5.3,Sudesh Issar,Shashi Kapoor,Rajan Sippy,Suresh Oberoi
Aks,2001,184,"Action, Crime, Horror",5.8,Rakeysh Omprakash Mehra,Amitabh Bachchan,Raveena Tandon,Manoj Bajpayee
Aksar,2006,135,"Drama, Romance, Thriller",4.8,Ananth Narayan Mahadevan,Emraan Hashmi,Udita Goswami,Dino Morea
Aksar 2,2017,127,"Crime, Drama, Mystery",3.6,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey
Alaap,1977,160,"Drama, Musical",6.7,Hrishikesh Mukherjee,Amitabh Bachchan,Rekha,Chhayadevi
Aladdin and the Wonderful Lamp,1952,144,"Adventure, Fantasy",5.9,Homi Wadia,Mahipal,Meena Kumari,S.N. Tripathi
Aladin,2009,132,"Action, Adventure, Comedy",4.6,Sujoy Ghosh,Amitabh Bachchan,Sanjay Dutt,Riteish Deshmukh
Alag Alag,1985,174,"Family, Musical, Romance",6.4,Shakti Samanta,Rajesh Khanna,Shashi Kapoor,Tina Ambani
Alag: He Is Different.... He Is Alone...,2006,123,"Action, Drama, Fantasy",3.8,Ashu Trikha,Akshay Kapoor,Dia Mirza,Yatin Karyekar
Alajh Palajh,2019,136,Comedy,6.9,Uttar Kumar,Vikas Balian,Usha Devi,Monu Dhankad
Alam Ara,1973,124,Drama,6.8,Nanubhoy Vakil,Nazima,Ajit Sachdev,Paidi Jairaj
Alavuddinum Athbutha Vilakkum,1979,144,"Adventure, Drama, Fantasy",6.6,I.V. Sasi,Kamal Haasan,Rajinikanth,Jayabharati
Albela,2001,145,"Comedy, Drama, Romance",3.7,Deepak Sareen,Govinda,Aishwarya Rai Bachchan,Jackie Shroff
Albela,1951,158,"Comedy, Drama, Musical",7,Master Bhagwan,Geeta Bali,Master Bhagwan,Badri Prasad
Albert Pinto Ko Gussa Kyon Ata Hai,1980,110,"Comedy, Drama, Romance",7.5,Saeed Akhtar Mirza,Naseeruddin Shah,Shabana Azmi,Smita Patil
Albert Pinto Ko Gussa Kyun Aata Hai?,2019,100,Drama,5.5,Soumitra Ranade,Manav Kaul,Nandita Das,Amarjeet Amle
Alex's Strip,2019,109,Drama,5.9,Irene Zoe Alameda,Aitana S�nchez-Gij�n,Aida Folch,Rohit Choudhary
Ali Baba and 40 Thieves,1966,154,"Adventure, Fantasy, Romance",6.4,Homi Wadia,Sanjeev Kumar,L. Vijayalakshmi,David Abraham
Alibaba and 40 Thieves,1954,145,"Action, Adventure, Drama",6.2,Homi Wadia,Shakila,Mahipal,B.M. Vyas
Alibaba Marjinaa,1977,163,"Action, Adventure",6.7,Kedar Kapoor,Urmila Bhatt,Birbal,Jagdeep
Alif,2017,120,Drama,6.5,Zaigham Imam,Neelima Azim,Pawan Tiwari,Bhavna Pani
Alif-Laila,1953,135,Fantasy,6.3,K. Amarnath,Nimmi,Asha Mathur,Pran
Aligarh,2015,114,"Biography, Drama",7.8,Hansal Mehta,Manoj Bajpayee,Rajkummar Rao,Ashish Vidyarthi
All Is Well,2015,126,"Comedy, Drama, Romance",3.8,Umesh Shukla,Rishi Kapoor,Abhishek Bachchan,Asin Thottumkal
All Ladies Do It,2020,97,Thriller,7.9,Akhil Gautam,Akhil Gautam,Ajay Bafna,Vikas Sachdeva
All Rounder,1984,128,"Action, Drama",4.8,Mohan Kumar,Kumar Gaurav,Rati Agnihotri,Vinod Mehra
All the Best: Fun Begins,2009,144,"Action, Comedy, Drama",6.2,Rohit Shetty,Sanjay Dutt,Ajay Devgn,Fardeen Khan
Allah Ke Banday,2010,123,"Action, Crime, Drama",6.1,Faruk Kabir,Varun Bhagwat,Virendra Giri,Vikram Gokhale
Allah Meharban To Gadha Pehalwan,1997,149,Comedy,4.3,Ravindra Arora,Zahid Ali,Shakti Kapoor,Kader Khan
Allah-Rakha,1986,160,"Action, Drama",5.4,Ketan Desai,Jackie Shroff,Shammi Kapoor,Waheeda Rehman
Alone,2015,133,Horror,3.7,Bhushan Patel,Bipasha Basu,Karan Singh Grover,Sulabha Arya
Always Kabhi Kabhi,2011,126,"Comedy, Crime, Drama",4,Roshan Abbas,Lillete Dubey,Satyajeet Dubey,Ali Fazal
Amaanat,1994,140,"Action, Drama",4.7,Raj N. Sippy,Sanjay Dutt,Akshay Kumar,Heera Rajgopal
Aman,1967,152,"Adventure, Drama, Romance",6.5,Mohan Kumar,Rajendra Kumar,Saira Banu,Balraj Sahni
Aman Ke Farishtey,2016,137,Action,6.6,Kader Kashmiri,Sonia Albizuri,Dev Anand,Bob Christo
Amanush,1975,153,"Drama, Family",7,Shakti Samanta,Uttam Kumar,Sharmila Tagore,Prema Narayan
Amar,1954,149,"Drama, Musical, Romance",6.8,Mehboob Khan,Madhubala,Nimmi,Dilip Kumar
Amar Deep,1958,148,"Musical, Romance",6.6,T. Prakash Rao,Dev Anand,Vyjayanthimala,Padmini
Amar Jyoti,1936,166,Drama,6.1,Shantaram Rajaram Vankudre,Durga Khote,Shanta Apte,Vasanti
Amar Prem,1972,143,"Drama, Musical, Romance",8.2,Shakti Samanta,Rajesh Khanna,Sharmila Tagore,Sujit Kumar
Amar Prem,2020,143,Drama,4.4,Tanveer Hashmi,Chandrima Banerjee,Kundan Bhardwaj,Sufi
Amar Rahe Ye Pyar,1961,121,Drama,6.5,Prabhu,Rajendra Kumar,Nalini Jaywant,Nanda
Amar Shakti,1978,133,"Action, Adventure, Comedy",4.9,Harmesh Malhotra,Shashi Kapoor,Shatrughan Sinha,Sulakshana Pandit
"Amar, Akbar and Anthony",1977,184,"Action, Comedy, Drama",7.5,Manmohan Desai,Vinod Khanna,Rishi Kapoor,Amitabh Bachchan
Amavas,2019,134,"Horror, Thriller",2.8,Bhushan Patel,Ali Asgar,Ali Asgar,Vivan Bhatena
Amba,1990,153,Family,4.2,Mohan Kumar,Shabana Azmi,Anil Kapoor,Meenakshi Sheshadri
Amber,1952,141,"Action, Adventure, Drama",6.9,Jayant Desai,Nargis,Raj Kapoor,Agha
Amdavad Junction,2013,95,Mystery,4.4,Apurv Bajpai,Rohan Jardosh,Ishita Salot,Gunjan Vyas
American Desi,2001,100,"Comedy, Drama, Romance",6.6,Piyush Dinker Pandya,Deep Katdare,Ronobir Lahiri,Purva Bedi
Amir Garib,1974,140,"Action, Thriller",6.6,Mohan Kumar,Dev Anand,Hema Malini,Prem Nath
Amiri Garibi,1990,155,Family,4.9,Harmesh Malhotra,Jeetendra,Rekha,Rishi Kapoor
Amit Sahni Ki List,2014,110,"Comedy, Romance",5.4,Ajay Bhuyan,Vir Das,Vega Tamotia,Anindita Nayar
Amma,1986,135,Drama,6.2,Jiten,Rakhee Gulzar,Mithun Chakraborty,Suresh Oberoi
Amma Nagamma,2001,110,"Drama, Fantasy, Thriller",5.6,C.H. Balaji Singh Babu,Dhamini,Kumar Govind,Prema
Ammaa Ki Boli,2021,117,"Comedy, Drama",8.1,Narayan Chauhan,Sanjay Mishra,Hrishitaa Bhatt,Master Aniket
Amrapali,1966,119,"Musical, Fantasy",6.6,Lekh Tandon,Vyjayanthimala,Sunil Dutt,Prem Nath
Amrit,1986,137,"Drama, Family",7,Mohan Kumar,Rajesh Khanna,Smita Patil,Aruna Irani
Amu,2005,102,Drama,7.3,Shonali Bose,Konkona Sen Sharma,Yashpal Sharma,Brinda Karat
An Evening in Paris,1967,168,"Musical, Romance, Thriller",6.9,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Sarita
An Insignificant Man,2016,96,"Documentary, Thriller",8.7,Khushboo Ranka,Vinay Shukla,Arvind Kejriwal,Saurabh Bhardwaj
Anaarkali of Aarah,2017,113,Drama,5.9,Avinash Das,Pankaj Tripathi,Swara Bhaskar,Sanjay Mishra
Anamika,1973,125,"Mystery, Romance, Musical",7.1,Raghunath Jhalani,Sanjeev Kumar,Jaya Bachchan,Iftekhar
Anand,1971,122,"Drama, Musical",8.3,Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan,Sumita Sanyal
Anand Math,1952,176,"Biography, Drama, History",7.6,Hemen Gupta,Prithviraj Kapoor,Geeta Bali,Ranjana
Ananda Ashram,1977,127,"Drama, Family",7.1,Shakti Samanta,Ashok Kumar,Uttam Kumar,Sharmila Tagore
Anari,1959,166,"Comedy, Drama, Musical",7.9,Hrishikesh Mukherjee,Raj Kapoor,Nutan,Lalita Pawar
Anari,1993,171,"Comedy, Drama, Romance",4.8,K. Muralimohana Rao,Rakhee Gulzar,Venkatesh Daggubati,Karisma Kapoor
Anari,1975,144,"Drama, Romance",6.2,Asit Sen,Shashi Kapoor,Sharmila Tagore,Moushumi Chatterjee
Anari No. 1,1999,169,Comedy,5,Kuku Kohli,Govinda,Raveena Tandon,Simran
Anarkali,1953,175,"History, Musical, Romance",7.2,Nandlal Jaswantlal,Bina Rai,Pradeep Kumar,Kuldip Kaur
Anatomy of Violence,2016,93,"Crime, Drama",5.4,Deepa Mehta,Vansh Bhardwaj,Tia Bhatia,Janki Bisht
Andaaz,2003,145,"Drama, Musical, Romance",5.3,Raj Kanwar,Akshay Kumar,Lara Dutta,Priyanka Chopra Jonas
Andaz,1949,148,"Musical, Drama, Crime",7.2,Mehboob Khan,Nargis,Dilip Kumar,V.H. Desai
Andaz,1971,166,"Drama, Romance",6.7,Ramesh Sippy,Shammi Kapoor,Rajesh Khanna,Hema Malini
Andaz,1994,167,"Action, Comedy, Drama",4.4,David Dhawan,Anil Kapoor,Juhi Chawla,Karisma Kapoor
Andaz Apna Apna,1994,160,"Action, Comedy, Romance",8.1,Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon
Andha Bichar,1990,148,"Action, Drama",6.8,Shakti Samanta,Mithun Chakraborty,Mandakini,Tanuja
Andha Oru Nimidam,1985,144,"Action, Crime, Drama",6.8,Major Sundarrajan,Kamal Haasan,Urvashi,Y.G. Mahendran
Andhaa Kaanoon,1983,155,"Action, Drama",6.1,Rama Rao Tatineni,Amitabh Bachchan,Rajinikanth,Hema Malini
Andhadhun,2018,139,"Crime, Drama, Music",8.2,Sriram Raghavan,Ayushmann Khurrana,Tabu,Radhika Apte
Andhera,1975,110,"Crime, Drama, Thriller",5.1,Shyam Ramsay,Tulsi Ramsay,Sameer Khan,Vani Ganpati
Andheri Raat Mein Diya Tere Haath Mein,1986,129,"Comedy, Drama",6.8,Dada Kondke,Dada Kondke,Usha Chavan,Dina Pathak
Andhi Gali,1984,152,"Drama, Thriller",5.5,Buddhadev Dasgupta,Deepti Naval,Mahesh Bhatt,Anil Chatterjee
Andolan,1995,165,"Action, Comedy, Drama",5,Aziz Sejawal,Ishrat Ali,Somy Ali,Divya Bharti
Angaar,1992,176,"Action, Crime, Drama",6.4,Shashilal K. Nair,Jackie Shroff,Dimple Kapadia,Nana Patekar
